"Species","Taxon.History.URL.ICTV"
"Drosophila melanogaster Mdg1 virus","ICTVonline=202103834"
"Drosophila melanogaster Mdg3 virus","ICTVonline=202103835"
"Drosophila melanogaster Micropia virus","ICTVonline=202103836"
"Drosophila virilis Ulysses virus","ICTVonline=202103837"
"Fusarium oxysporum Skippy virus","ICTVonline=202103838"
"Lilium henryi Del1 virus","ICTVonline=202103839"
"Saccharomyces cerevisiae Ty3 virus","ICTVonline=202103840"
"Schizosaccharomyces pombe Tf1 virus","ICTVonline=202103841"
"Schizosaccharomyces pombe Tf2 virus","ICTVonline=202103842"
"Takifugu rubripes Sushi virus","ICTVonline=202103843"
"Tribolium castaneum Woot virus","ICTVonline=202103844"
"Tripneustis gratilla SURL virus","ICTVonline=202103845"
"Aedes aegypti Mosqcopia virus","ICTVonline=202104830"
"Candida albicans Tca2 virus","ICTVonline=202104831"
"Candida albicans Tca5 virus","ICTVonline=202104832"
"Drosophila melanogaster 1731 virus","ICTVonline=202104833"
"Drosophila melanogaster copia virus","ICTVonline=202104834"
"Saccharomyces cerevisiae Ty5 virus","ICTVonline=202104835"
"Volvox carteri Lueckenbuesser virus","ICTVonline=202104836"
"Volvox carteri Osser virus","ICTVonline=202104837"
"Arabidopsis thaliana Art1 virus","ICTVonline=202104839"
"Arabidopsis thaliana AtRE1 virus","ICTVonline=202104840"
"Arabidopsis thaliana evelknievel virus","ICTVonline=202104841"
"Arabidopsis thaliana Ta1 virus","ICTVonline=202104842"
"Brassica oleracea Melmoth virus","ICTVonline=202104843"
"Cajanus cajan Panzee virus","ICTVonline=202104844"
"Glycine max Tgmr virus","ICTVonline=202104845"
"Hordeum vulgare BARE-1 virus","ICTVonline=202104846"
"Nicotiana tabacum Tnt1 virus","ICTVonline=202104847"
"Nicotiana tabacum Tto1 virus","ICTVonline=202104848"
"Oryza australiensis RIRE1 virus","ICTVonline=202104849"
"Oryza longistaminata Retrofit virus","ICTVonline=202104850"
"Physarum polycephalum Tp1 virus","ICTVonline=202104851"
"Saccharomyces cerevisiae Ty1 virus","ICTVonline=202104852"
"Saccharomyces cerevisiae Ty2 virus","ICTVonline=202104853"
"Saccharomyces cerevisiae Ty4 virus","ICTVonline=202104854"
"Solanum tuberosum Tst1 virus","ICTVonline=202104855"
"Triticum aestivum WIS2 virus","ICTVonline=202104856"
"Zea mays Hopscotch virus","ICTVonline=202104857"
"Zea mays Sto4 virus","ICTVonline=202104858"
"Arabidopsis thaliana Endovir virus","ICTVonline=202104860"
"Glycine max SIRE1 virus","ICTVonline=202104861"
"Lycopersicon esculentum ToRTL1 virus","ICTVonline=202104862"
"Zea mays Opie2 virus","ICTVonline=202104863"
"Zea mays Prem2 virus","ICTVonline=202104864"
"Phaseolus vulgaris Tpv2-6 virus","ICTVonline=202104866"
"Avian carcinoma Mill Hill virus 2","ICTVonline=202104982"
"Avian leukosis virus","ICTVonline=202104983"
"Avian myeloblastosis virus","ICTVonline=202104984"
"Avian myelocytomatosis virus 29","ICTVonline=202104985"
"Avian sarcoma virus CT10","ICTVonline=202104986"
"Fujinami sarcoma virus","ICTVonline=202104987"
"Rous sarcoma virus","ICTVonline=202104988"
"UR2 sarcoma virus","ICTVonline=202104989"
"Y73 sarcoma virus","ICTVonline=202104990"
"Jaagsiekte sheep retrovirus","ICTVonline=202104992"
"Langur virus","ICTVonline=202104993"
"Mason-Pfizer monkey virus","ICTVonline=202104994"
"Mouse mammary tumor virus","ICTVonline=202104995"
"Squirrel monkey retrovirus","ICTVonline=202104996"
"Bovine leukemia virus","ICTVonline=202104998"
"Primate T-lymphotropic virus 1","ICTVonline=202104999"
"Primate T-lymphotropic virus 2","ICTVonline=202105000"
"Primate T-lymphotropic virus 3","ICTVonline=202105001"
"Walleye dermal sarcoma virus","ICTVonline=202105003"
"Walleye epidermal hyperplasia virus 1","ICTVonline=202105004"
"Walleye epidermal hyperplasia virus 2","ICTVonline=202105005"
"Chick syncytial virus","ICTVonline=202105007"
"Feline leukemia virus","ICTVonline=202105008"
"Finkel-Biskis-Jinkins murine sarcoma virus","ICTVonline=202105009"
"Gardner-Arnstein feline sarcoma virus","ICTVonline=202105010"
"Gibbon ape leukemia virus","ICTVonline=202105011"
"Guinea pig type-C oncovirus","ICTVonline=202105012"
"Hardy-Zuckerman feline sarcoma virus","ICTVonline=202105013"
"Harvey murine sarcoma virus","ICTVonline=202105014"
"Kirsten murine sarcoma virus","ICTVonline=202105015"
"Koala retrovirus","ICTVonline=202105016"
"Moloney murine sarcoma virus","ICTVonline=202105017"
"Murine leukemia virus","ICTVonline=202105018"
"Porcine type-C oncovirus","ICTVonline=202105019"
"Reticuloendotheliosis virus","ICTVonline=202105020"
"Snyder-Theilen feline sarcoma virus","ICTVonline=202105021"
"Trager duck spleen necrosis virus","ICTVonline=202105022"
"Viper retrovirus","ICTVonline=202105023"
"Woolly monkey sarcoma virus","ICTVonline=202105024"
"Bovine immunodeficiency virus","ICTVonline=202105026"
"Caprine arthritis encephalitis virus","ICTVonline=202105027"
"Equine infectious anemia virus","ICTVonline=202105028"
"Feline immunodeficiency virus","ICTVonline=202105029"
"Human immunodeficiency virus 1","ICTVonline=202105030"
"Human immunodeficiency virus 2","ICTVonline=202105031"
"Jembrana disease virus","ICTVonline=202105032"
"Puma lentivirus","ICTVonline=202105033"
"Simian immunodeficiency virus","ICTVonline=202105034"
"Visna-maedi virus","ICTVonline=202105035"
"Bovine foamy virus","ICTVonline=202105039"
"Equine foamy virus","ICTVonline=202105040"
"Feline foamy virus","ICTVonline=202105041"
"Brown greater galago prosimian foamy virus","ICTVonline=202105932"
"Bornean orangutan simian foamy virus","ICTVonline=202105934"
"Central chimpanzee simian foamy virus","ICTVonline=202105935"
"Cynomolgus macaque simian foamy virus","ICTVonline=202106445"
"Eastern chimpanzee simian foamy virus","ICTVonline=202105043"
"Grivet simian foamy virus","ICTVonline=202105038"
"Guenon simian foamy virus","ICTVonline=202105936"
"Japanese macaque simian foamy virus","ICTVonline=202105937"
"Rhesus macaque simian foamy virus","ICTVonline=202105938"
"Spider monkey simian foamy virus","ICTVonline=202105939"
"Squirrel monkey simian foamy virus","ICTVonline=202105940"
"Taiwanese macaque simian foamy virus","ICTVonline=202105042"
"Western chimpanzee simian foamy virus","ICTVonline=202105941"
"Western lowland gorilla simian foamy virus","ICTVonline=202105942"
"White-tufted-ear marmoset simian foamy virus","ICTVonline=202105943"
"Yellow-breasted capuchin simian foamy virus","ICTVonline=202105944"
"Aspergillus fumigatus polymycovirus 1","ICTVonline=202108685"
"Aspergillus spelaeus polymycovirus 1","ICTVonline=202108686"
"Beauveria bassiana polymycovirus 1","ICTVonline=202108687"
"Botryoshaeria dothidea polymycovirus 1","ICTVonline=202108688"
"Cladosporium cladosporioides polymycovirus 1","ICTVonline=202108689"
"Colletotrichum camelliae polymycovirus 1","ICTVonline=202108690"
"Fusarium redolens polymycovirus 1","ICTVonline=202108691"
"Magnaporthe oryzae polymycovirus 1","ICTVonline=202108692"
"Penicillium digitatum polymycovirus 1","ICTVonline=202108694"
"Penicillum brevicompactum polymycovirus 1","ICTVonline=202108693"
"Macrobrachium satellite virus 1","ICTVonline=202105047"
"Tobacco albetovirus 1","ICTVonline=202105333"
"Tobacco albetovirus 2","ICTVonline=202105334"
"Tobacco albetovirus 3","ICTVonline=202105335"
"Maize aumaivirus 1","ICTVonline=202105337"
"Panicum papanivirus 1","ICTVonline=202105360"
"Tobacco virtovirus 1","ICTVonline=202105393"
"Daazvirus cynopis","ICTVonline=202109310"
"Dagazvirus schedorhinotermitis","ICTVonline=202109312"
"Daletvirus boae","ICTVonline=202109304"
"Dalvirus anatis","ICTVonline=202109302"
"Deevirus actinopterygii","ICTVonline=202109306"
"Deltavirus cameroonense","ICTVonline=202109299"
"Deltavirus carense","ICTVonline=202109298"
"Deltavirus italiense","ICTVonline=202105348"
"Deltavirus japanense","ICTVonline=202109294"
"Deltavirus peruense","ICTVonline=202109295"
"Deltavirus senegalense","ICTVonline=202109300"
"Deltavirus taiwanense","ICTVonline=202109296"
"Deltavirus togense","ICTVonline=202109297"
"Dobrovirus bufonis","ICTVonline=202109308"
"Thurisazvirus myis","ICTVonline=202109314"
"Acanthocystis turfacea chlorella virus 1","ICTVonline=202104293"
"Hydra viridis Chlorella virus 1","ICTVonline=202104294"
"Paramecium bursaria Chlorella virus 1","ICTVonline=202104295"
"Paramecium bursaria Chlorella virus A1","ICTVonline=202104296"
"Paramecium bursaria Chlorella virus AL1A","ICTVonline=202104297"
"Paramecium bursaria Chlorella virus AL2A","ICTVonline=202104298"
"Paramecium bursaria Chlorella virus BJ2C","ICTVonline=202104299"
"Paramecium bursaria Chlorella virus CA4A","ICTVonline=202104300"
"Paramecium bursaria Chlorella virus CA4B","ICTVonline=202104301"
"Paramecium bursaria Chlorella virus IL3A","ICTVonline=202104302"
"Paramecium bursaria Chlorella virus NC1A","ICTVonline=202104303"
"Paramecium bursaria Chlorella virus NE8A","ICTVonline=202104304"
"Paramecium bursaria Chlorella virus NY2A","ICTVonline=202104305"
"Paramecium bursaria Chlorella virus NYs1","ICTVonline=202104306"
"Paramecium bursaria Chlorella virus SC1A","ICTVonline=202104307"
"Paramecium bursaria Chlorella virus XY6E","ICTVonline=202104308"
"Paramecium bursaria Chlorella virus XZ3A","ICTVonline=202104309"
"Paramecium bursaria Chlorella virus XZ4A","ICTVonline=202104310"
"Paramecium bursaria Chlorella virus XZ4C","ICTVonline=202104311"
"Emiliania huxleyi virus 86","ICTVonline=202104313"
"Ectocarpus fasciculatus virus a","ICTVonline=202104315"
"Ectocarpus siliculosus virus 1","ICTVonline=202104316"
"Ectocarpus siliculosus virus a","ICTVonline=202104317"
"Feldmannia irregularis virus a","ICTVonline=202104318"
"Feldmannia species virus","ICTVonline=202104319"
"Feldmannia species virus a","ICTVonline=202104320"
"Hincksia hinckiae virus a","ICTVonline=202104321"
"Myriotrichia clavaeformis virus a","ICTVonline=202104322"
"Pilayella littoralis virus 1","ICTVonline=202104323"
"Micromonas pusilla virus SP1","ICTVonline=202104325"
"Ostreococcus tauri virus OtV5","ICTVonline=202104326"
"Chrysochromulina brevifilum virus PW1","ICTVonline=202104328"
"Heterosigma akashiwo virus 01","ICTVonline=202104330"
"Cafeteria roenbergensis virus","ICTVonline=202103888"
"Acanthamoeba polyphaga mimivirus","ICTVonline=202103890"
"Heliothis virescens ascovirus 3a","ICTVonline=202102610"
"Spodoptera frugiperda ascovirus 1a","ICTVonline=202102611"
"Trichoplusia ni ascovirus 2a","ICTVonline=202102612"
"Diadromus pulchellus toursvirus","ICTVonline=202102614"
"Lymphocystis disease virus 1","ICTVonline=202103728"
"Lymphocystis disease virus 2","ICTVonline=202106332"
"Lymphocystis disease virus 3","ICTVonline=202106333"
"Lymphocystis disease virus 4","ICTVonline=202108875"
"Infectious spleen and kidney necrosis virus","ICTVonline=202103730"
"Scale drop disease virus","ICTVonline=202106331"
"Ambystoma tigrinum virus","ICTVonline=202103732"
"Common midwife toad virus","ICTVonline=202105861"
"Epizootic haematopoietic necrosis virus","ICTVonline=202103734"
"European North Atlantic ranavirus","ICTVonline=202109549"
"Frog virus 3","ICTVonline=202103736"
"Santee-Cooper ranavirus","ICTVonline=202103737"
"Singapore grouper iridovirus","ICTVonline=202103738"
"Anopheles minimus iridovirus","ICTVonline=202106338"
"Invertebrate iridescent virus 3","ICTVonline=202103741"
"Invertebrate iridescent virus 9","ICTVonline=202106336"
"Invertebrate iridescent virus 22","ICTVonline=202106335"
"Invertebrate iridescent virus 25","ICTVonline=202106337"
"Daphniairidovirus tvaerminne","ICTVonline=202109576"
"Decapod iridescent virus 1","ICTVonline=202106295"
"Invertebrate iridescent virus 6","ICTVonline=202103744"
"Invertebrate iridescent virus 31","ICTVonline=202106334"
"Marseillevirus marseillevirus","ICTVonline=202103802"
"Senegalvirus marseillevirus","ICTVonline=202103803"
"Lausannevirus","ICTVonline=202103805"
"Tunisvirus","ICTVonline=202103806"
"African swine fever virus","ICTVonline=202102618"
"Canarypox virus","ICTVonline=202104740"
"Flamingopox virus","ICTVonline=202107141"
"Fowlpox virus","ICTVonline=202104741"
"Juncopox virus","ICTVonline=202104742"
"Mynahpox virus","ICTVonline=202104743"
"Penguinpox virus","ICTVonline=202107142"
"Pigeonpox virus","ICTVonline=202104744"
"Psittacinepox virus","ICTVonline=202104745"
"Quailpox virus","ICTVonline=202104746"
"Sparrowpox virus","ICTVonline=202104747"
"Starlingpox virus","ICTVonline=202104748"
"Turkeypox virus","ICTVonline=202104749"
"Goatpox virus","ICTVonline=202104751"
"Lumpy skin disease virus","ICTVonline=202104752"
"Sheeppox virus","ICTVonline=202104753"
"Murmansk microtuspox virus","ICTVonline=202107143"
"Yokapox virus","ICTVonline=202104755"
"Mule deerpox virus","ICTVonline=202104757"
"Nile crocodilepox virus","ICTVonline=202104759"
"Hare fibroma virus","ICTVonline=202104761"
"Myxoma virus","ICTVonline=202104762"
"Rabbit fibroma virus","ICTVonline=202104763"
"Squirrel fibroma virus","ICTVonline=202104764"
"Eastern kangaroopox virus","ICTVonline=202107145"
"Western kangaroopox virus","ICTVonline=202107146"
"Molluscum contagiosum virus","ICTVonline=202104766"
"Sea otterpox virus","ICTVonline=202107148"
"Abatino macacapox virus","ICTVonline=202107149"
"Akhmeta virus","ICTVonline=202107150"
"Camelpox virus","ICTVonline=202104768"
"Cowpox virus","ICTVonline=202104769"
"Ectromelia virus","ICTVonline=202104770"
"Monkeypox virus","ICTVonline=202104771"
"Raccoonpox virus","ICTVonline=202104772"
"Skunkpox virus","ICTVonline=202104773"
"Taterapox virus","ICTVonline=202104774"
"Vaccinia virus","ICTVonline=202104775"
"Variola virus","ICTVonline=202104776"
"Volepox virus","ICTVonline=202104777"
"Cotia virus","ICTVonline=202107152"
"Bovine papular stomatitis virus","ICTVonline=202104779"
"Grey sealpox virus","ICTVonline=202107153"
"Orf virus","ICTVonline=202104780"
"Pseudocowpox virus","ICTVonline=202104782"
"Red deerpox virus","ICTVonline=202104781"
"Pteropox virus","ICTVonline=202104786"
"Salmon gillpox virus","ICTVonline=202107156"
"Squirrelpox virus","ICTVonline=202104787"
"Swinepox virus","ICTVonline=202104784"
"Eptesipox virus","ICTVonline=202107159"
"Tanapox virus","ICTVonline=202104789"
"Yaba monkey tumor virus","ICTVonline=202104790"
"Anomala cuprea entomopoxvirus","ICTVonline=202104793"
"Aphodius tasmaniae entomopoxvirus","ICTVonline=202104794"
"Demodema bonariensis entomopoxvirus","ICTVonline=202104795"
"Dermolepida albohirtum entomopoxvirus","ICTVonline=202104796"
"Figulus sublaevis entomopoxvirus","ICTVonline=202104797"
"Geotrupes sylvaticus entomopoxvirus","ICTVonline=202104798"
"Melolontha melolontha entomopoxvirus","ICTVonline=202104799"
"Acrobasis zelleri entomopoxvirus","ICTVonline=202104801"
"Adoxophyes honmai entomopoxvirus","ICTVonline=202104802"
"Amsacta moorei entomopoxvirus","ICTVonline=202104803"
"Arphia conspersa entomopoxvirus","ICTVonline=202104804"
"Choristoneura biennis entomopoxvirus","ICTVonline=202104805"
"Choristoneura conflicta entomopoxvirus","ICTVonline=202104806"
"Choristoneura diversuma entomopoxvirus","ICTVonline=202104807"
"Choristoneura fumiferana entomopoxvirus","ICTVonline=202104808"
"Choristoneura rosaceana entomopoxvirus","ICTVonline=202104809"
"Chorizagrotis auxiliaris entomopoxvirus","ICTVonline=202104810"
"Heliothis armigera entomopoxvirus","ICTVonline=202104811"
"Locusta migratoria entomopoxvirus","ICTVonline=202104812"
"Mythimna separata entomopoxvirus","ICTVonline=202104813"
"Oedaleus senegalensis entomopoxvirus","ICTVonline=202104814"
"Operophtera brumata entomopoxvirus","ICTVonline=202104815"
"Schistocerca gregaria entomopoxvirus","ICTVonline=202104816"
"Melanoplus sanguinipes entomopoxvirus","ICTVonline=202104826"
"Aedes aegypti entomopoxvirus","ICTVonline=202104818"
"Camptochironomus tentans entomopoxvirus","ICTVonline=202104819"
"Chironomus attenuatus entomopoxvirus","ICTVonline=202104820"
"Chironomus luridus entomopoxvirus","ICTVonline=202104821"
"Chironomus plumosus entomopoxvirus","ICTVonline=202104822"
"Goeldichironomus holoprasinus entomopoxvirus","ICTVonline=202104823"
"Diachasmimorpha entomopoxvirus","ICTVonline=202104825"
"Cafeteriavirus-dependent mavirus","ICTVonline=202103747"
"Mimivirus-dependent virus Sputnik","ICTVonline=202103749"
"Mimivirus-dependent virus Zamilon","ICTVonline=202103750"
"Alphadintovirus mayetiola","ICTVonline=202108815"
"Betadintovirus terrapene","ICTVonline=202108817"
"Sulfolobus turreted icosahedral virus 1","ICTVonline=202105328"
"Sulfolobus turreted icosahedral virus 2","ICTVonline=202105329"
"Alphatectivirus PR4","ICTVonline=202105994"
"Alphatectivirus PRD1","ICTVonline=202105076"
"Betatectivirus AP50","ICTVonline=202105074"
"Betatectivirus Bam35","ICTVonline=202105075"
"Betatectivirus GIL16","ICTVonline=202105995"
"Betatectivirus sato","ICTVonline=202113210"
"Betatectivirus sole","ICTVonline=202113211"
"Betatectivirus Wip1","ICTVonline=202105996"
"Deltatectivirus forthebois","ICTVonline=202109932"
"Deltatectivirus wheeheim","ICTVonline=202109931"
"Epsilontectivirus toil","ICTVonline=202109934"
"Gammatectivirus GC1","ICTVonline=202106875"
"Bovine atadenovirus D","ICTVonline=202102390"
"Bovine atadenovirus E","ICTVonline=202109160"
"Deer atadenovirus A","ICTVonline=202105652"
"Duck atadenovirus A","ICTVonline=202102391"
"Lizard atadenovirus A","ICTVonline=202102392"
"Lizard atadenovirus B","ICTVonline=202109161"
"Ovine atadenovirus D","ICTVonline=202102393"
"Possum atadenovirus A","ICTVonline=202102394"
"Psittacine atadenovirus A","ICTVonline=202102395"
"Snake atadenovirus A","ICTVonline=202102396"
"Aviadenovirus leucophthalmi","ICTVonline=202113423"
"Duck aviadenovirus B","ICTVonline=202102398"
"Falcon aviadenovirus A","ICTVonline=202102399"
"Fowl aviadenovirus A","ICTVonline=202102400"
"Fowl aviadenovirus B","ICTVonline=202102401"
"Fowl aviadenovirus C","ICTVonline=202102402"
"Fowl aviadenovirus D","ICTVonline=202102403"
"Fowl aviadenovirus E","ICTVonline=202102404"
"Goose aviadenovirus A","ICTVonline=202102405"
"Pigeon aviadenovirus A","ICTVonline=202102406"
